sku,marca,descripcion,monto_total,unidades_totales,meses_con_venta,monto_acum,pct_acum,categoria_abc
739-120-035-000,CONDOR,POLEA DE RESCATE SIMPLE CON MOSQUETON 4t,41921221,204,12,41921221,0.07637643114051425,A
739-110-014-000,CONDOR,POLEA DE RESCATE SIMPLE CON CONECTOR RAPIDO 4t,39622271,221,11,81543492,0.14856439657840773,A
424-100-010-010,CONDOR,CINTA PLANA EE2-601 X 1m TIPO 3,18411483,3675,16,99954975,0.1821083471122972,A
541-120-005-030,CONDOR,CINTA TUBULAR EE 5t X 3m,12204912,232,8,112159887,0.2043445224599579,A
271-190-040-000,CONDOR,ANCLAJE SOLDABLE 8t,11643878,382,9,123803765,0.2255585478404579,A
739-110-015-000,CONDOR,POLEA DE RESCATE SIMPLE CON CONECTOR RAPIDO 5t,11078243,43,6,134882008,0.24574204067449018,A
425-080-006-000,CONDOR,CINTA PLANA AZUL 8t X 6m,11069460,108,2,145951468,0.26590953172759374,A
901-170-060-000,CONDOR,WINCHE DE PALANCA 6t,8733433,31,8,154684901,0.28182100635150303,A
739-120-020-000,CONDOR,POLEA DE RESCATE SIMPLE CON MOSQUETON 2t,8307389,108,12,162992290,0.29695626979995954,A
541-120-003-020,CONDOR,CINTA TUBULAR EE 3t X 2m,7405061,330,9,170397351,0.3104475784514372,A
613-460-080-000,CONDOR,MOSQUETON DE SEGURO GIRATORIO G8 16mm,7056338,30,12,177453689,0.32330354734989064,A
739-120-070-000,CONDOR,POLEA DE RESCATE SIMPLE CON MOSQUETON 10t,6924635,12,1,184378324,0.33591956605437195,A
271-190-030-000,CONDOR,"ANCLAJE SOLDABLE 5,3t",6038172,327,14,190416496,0.34692053446539656,A
910-100-030-000,CONDOR,TENSOR CHICHARRA 1/2 - 5/8,5593872,132,7,196010368,0.3571120310255004,A
613-460-100-000,CONDOR,MOSQUETON DE SEGURO GIRATORIO G8 20mm,5267598,14,8,201277966,0.3667090877506113,A
905-120-020-000,CONDOR,WINCHE ELECTRICO CON CARRO 2t - ALZADA 6m,5076346,2,1,206354312,0.37595770173335824,A
424-100-020-060,CONDOR,CINTA PLANA EE2-602 X 6m TIPO 3,4874975,260,17,211229287,0.384839437129358,A
739-120-030-000,CONDOR,POLEA DE RESCATE SIMPLE CON MOSQUETON 3t,4837522,23,11,216066809,0.39365293676296176,A
262-170-070-000,CONDOR,CUERDA G8 TRENZADO CORTO 13mm,4801276.806451613,247,6,220868085.80645162,0.40240040114131326,A
264-290-100-000,CONDOR,CRAMPON 10 PUNTAS CON ANTIBOTAS 2828 ALLOY STEEL,4475410,71,9,225343495.80645162,0.4105541675521382,A
397-590-050-050,CONDOR,CINTA G8 SSG 16mm X 5m,4301002,16,1,229644497.80645162,0.41839017936792505,A
928-110-040-000,CONDOR,CINTA RATCHET DE EXPEDICION GDJ - GDJ 2 X 9m,4253391,412,14,233897888.80645162,0.4261394485226852,A
910-100-020-000,CONDOR,TENSOR CHICHARRA 3/8 - 1/2,4251503,150,8,238149391.80645162,0.4338852779231025,A
397-490-040-060,CONDOR,CINTA G8 QOSH4A 13mm X 6m,4250021,5,5,242399412.80645162,0.4416284072621129,A
264-290-180-000,CONDOR,CRAMPON 10 PUNTAS CON ANTIBOTAS 2851 ALLOY STEEL,4056245,38,5,246455657.80645162,0.44901849537361027,A
905-120-020-212,CONDOR,WINCHE ELECTRICO CON CARRO 2t - ALZADA Y BOTONERA 12m,4055533,1,1,250511190.80645162,0.45640728628961397,A
640-110-110-000,CONDOR,GUARDACABO PARA CUERDA 3/4,3831248,2071,2,254342438.80645162,0.4633874515155799,A
991-100-093-000,CONDOR,SISTEMA ANTICAIDAS. LINEA DE VIDA VERTICAL 93m,3769177,2,1,258111615.80645162,0.47025452935181256,A
905-120-030-618,CONDOR,WINCHE ELECTRICO CON CARRO 3t - ALZADA 6m y BOTONERA 18m,3761365,1,1,261872980.80645162,0.47710737447569,A
928-110-250-160,CONDOR,CINTA RATCHET DE EXPEDICION GDJ - GDJ 3 X 16m,3723132,70,2,265596112.80645162,0.4838905627522206,A
901-140-070-000,CONDOR,WINCHE MANUAL 10t,3666300,6,2,269262412.8064516,0.4905702085929385,A
541-120-004-015,CONDOR,"CINTA TUBULAR EE 4t X 1,5m",3665673,140,5,272928085.8064516,0.4972487120999843,A
365-120-020-000,CONDOR,DINAMOMETRO WIRELESS CON MOSQUETON 20t,3576463,1,1,276504548.8064516,0.5037646835705218,A
901-170-030-000,CONDOR,"WINCHE DE PALANCA 1,5t",3566611,26,12,280071159.8064516,0.5102627056449862,A
264-240-160-000,CONDOR,CRAMPON 12 PUNTAS DOBLE CON ANTIBOTAS 4851 ALLOY STEEL,3541564,13.5,5,283612723.8064516,0.5167150944953902,A
905-120-010-000,CONDOR,WINCHE ELECTRICO CON CARRO 1t - ALZADA 6m,3510621,2,2,287123344.8064516,0.5231111081770276,A
424-100-020-020,CONDOR,CINTA PLANA EE2-602 X 2m TIPO 3,3264444,421,17,290387788.8064516,0.5290586110510032,A
905-100-020-000,CONDOR,WINCHE ELECTRICO CON MOSQUETON 2t - ALZADA 6m,3082029,2,2,293469817.8064516,0.5346737713463479,A
433-100-020-010,CONDOR,CINTA PLANA EE3-602 X 1m TIPO 3,3037963,283,14,296507780.8064516,0.5402086476295775,A
613-200-060-000,CONDOR,MOSQUETON CINTA DE ANCLAJE CONECTOR G8 13mm,3007261,185,9,299515041.8064516,0.5456875878228522,A
611-600-040-040,CONDOR,AMARRE CARGA G8 TRINCA MARITIMA 13mm X 4m,2921184,32,1,302436225.8064516,0.5510097040041718,A
631-130-080-000,CONDOR,CONECTOR RAPIDO OVALADO ROSCADO 5/8,2871888,625,17,305308113.8064516,0.5562420076165897,A
424-100-020-040,CONDOR,CINTA PLANA EE2-602 X 4m TIPO 3,2796864,205,16,308104977.8064516,0.5613376247195692,A
441-130-003-050,CONDOR,CINTA TUBULAR AMERICANA EN 3t X 5m,2768817,73,2,310873794.8064516,0.5663821428871384,A
991-100-090-120,CONDOR,SISTEMA ANTICAIDAS. LINEA DE VIDA VERTICAL 120m,2683006,1,1,313556800.8064516,0.5712703216691588,A
928-110-250-090,CONDOR,CINTA RATCHET DE EXPEDICION GDJ - GDJ 3 X 9m,2579040,60,1,316135840.8064516,0.5759690844024444,A
901-140-020-000,CONDOR,WINCHE MANUAL 1t,2541451,28,10,318677291.8064516,0.5805993635944195,A
541-120-002-035,CONDOR,"CINTA TUBULAR EE 2t X 3,5m",2470658,91,4,321147949.8064516,0.5851006647518635,A
433-100-030-080,CONDOR,CINTA PLANA EE3-603 X 8m TIPO 3,2432072,48,8,323580021.8064516,0.5895316659299249,A
424-100-020-015,CONDOR,"CINTA PLANA EE2-602 X 1,5m TIPO 3",2397972,302,14,325977993.8064516,0.5939005401889756,A
739-120-040-000,CONDOR,POLEA DE RESCATE SIMPLE CON MOSQUETON 5t,2330522,7,3,328308515.8064516,0.5981465270378429,A
901-140-010-000,CONDOR,"WINCHE MANUAL 0,5t",2294298,27,9,330602813.8064516,0.6023265172440637,A
901-140-050-000,CONDOR,WINCHE MANUAL 3t,2290261,15,6,332893074.8064516,0.6064991524247113,A
901-170-070-000,CONDOR,WINCHE DE PALANCA 9t,2267033,4,4,335160107.8064516,0.6106294684242805,A
631-130-140-000,CONDOR,CONECTOR RAPIDO OVALADO ROSCADO 1,2214946,161,15,337375053.8064516,0.6146648869214888,A
433-100-020-020,CONDOR,CINTA PLANA EE3-602 X 2m TIPO 3,2176060,167,16,339551113.8064516,0.6186294588681797,A
515-200-220-060,CONDOR,CINTA PLANA DO EE2-602 X 6m,2161728,29,3,341712841.8064516,0.6225679192898482,A
801-200-002-009,CONDOR,"YUGO MAXISACOS 2t X 0,7m",2156000,1,1,343868841.8064516,0.6264959438466461,A
694-190-020-000,CONDOR,ANCLA VERTICAL ARTICULADA 2t,2113696,19,4,345982537.8064516,0.6303468945857951,A
631-130-210-000,CONDOR,CONECTOR RAPIDO OVALADO ROSCADO 1.1/2,2097989,42,3,348080526.8064516,0.6341692286822198,A
541-130-030-060,CONDOR,CINTA TUBULAR EN 30t X 6m,2056304,4,1,350136830.8064516,0.6379156167194376,A
264-290-160-000,CONDOR,CRAMPON 10 PUNTAS CON ANTIBOTAS 2845 ALLOY STEEL,2042946,22,3,352179776.8064516,0.6416376677659181,A
264-320-010-000,CONDOR,CRAMPON TIPO ARANA WB580 ALLOY STEEL,2025485,2,1,354205261.8064516,0.6453279065504384,A
901-170-025-000,CONDOR,WINCHE DE PALANCA 1t,1942004,18,8,356147265.8064516,0.6488660509852248,A
442-100-040-060,CONDOR,CINTA PLANA EE4-604 X 6m TIPO 3,1939944,18,8,358087209.8064516,0.6524004422982177,A
739-120-010-000,CONDOR,"POLEA DE RESCATE SIMPLE CON MOSQUETON 0,5t",1928452,52,2,360015661.8064516,0.6559138962929328,A
397-490-040-080,CONDOR,CINTA G8 QOSH4A 13mm X 8m,1909970,2,2,361925631.8064516,0.659393677861925,A
433-100-020-060,CONDOR,CINTA PLANA EE3-602 X 6m CON PROTECCION TUBULAR,1888705,57,9,363814336.8064516,0.6628347166469652,A
901-170-020-000,CONDOR,"WINCHE DE PALANCA 0,75t",1840263,22,9,365654599.8064516,0.6661874987689349,A
271-190-020-000,CONDOR,ANCLAJE SOLDABLE 3t,1792977,182,10,367447576.8064516,0.6694541303486072,A
397-490-030-080,CONDOR,CINTA G8 QOSH4A 10mm X 8m,1787793,3,2,369235369.8064516,0.6727113171790671,A
433-100-020-080,CONDOR,CINTA PLANA EE3-602 X 8m TIPO 3,1767827,48,6,371003196.8064516,0.6759321278785894,A
541-120-004-080,CONDOR,CINTA TUBULAR EE 4t X 8m,1763808,16,2,372767004.8064516,0.6791456163468067,A
901-140-040-000,CONDOR,WINCHE MANUAL 2t,1747305,14,6,374514309.8064516,0.6823290379368881,A
334-100-030-000,CONDOR,CONECTOR GIRATORIO G8 8mm,1713155,291,10,376227464.8064516,0.6854502415127699,A
397-450-050-080,CONDOR,CINTA G8 QOSH 16mm X 8m,1630798,1,1,377858262.8064516,0.6884213985587703,A
631-130-100-000,CONDOR,CONECTOR RAPIDO OVALADO ROSCADO 3/4,1622649,203,15,379480911.8064516,0.6913777089108405,A
433-100-020-015,CONDOR,"CINTA PLANA EE3-602 X 1,5m TIPO 3",1622288,114,11,381103199.8064516,0.694333361555645,A
910-190-030-000,CONDOR,TENSOR PALANCA 1/2 - 5/8,1556415,35,2,382659614.8064516,0.697168999932532,A
739-110-012-000,CONDOR,POLEA DE RESCATE SIMPLE CON CONECTOR RAPIDO 2t,1509574,16,7,384169188.8064516,0.6999192985143055,A
397-490-030-060,CONDOR,CINTA G8 QOSH4A 10mm X 6m,1503678,3,2,385672866.8064516,0.7026588551513725,A
365-100-010-000,CONDOR,DINAMOMETRO DIGITAL CON OJO 3t,1488902,6,2,387161768.8064516,0.7053714913381375,A
613-450-040-000,CONDOR,MOSQUETON DE SEGURO CONECTOR G8 10mm,1484477,51,10,388646245.8064516,0.7080760656006615,A
424-100-020-010,CONDOR,CINTA PLANA EE2-602 X 1m TIPO 3,1456721,202,15,390102966.8064516,0.7107300711017761,A
433-100-020-030,CONDOR,CINTA PLANA EE3-602 X 3m TIPO 3,1441219,62,10,391544185.8064516,0.713355833450442,A
902-030-060-040,CONDOR,WINCHE MANUAL 3t CON CUERDA DE IZAJE Y MANDO MODIFICADA 6m - 4m,1439572,4,1,392983757.8064516,0.7159785951235766,A
921-030-010-000,CONDOR,ABSORBEDOR DE ENERGIA LINEA DE VIDA HORIZONTAL,1425255,6,1,394409012.8064516,0.7185752726002459,A
DIF-200-100-100,ANDINA,CARRETILLA PORTA-EQUIPOS DE EXPEDICION 90lt DESARMADA,1411618,41,4,395820630.8064516,0.7211471047750223,A
442-100-020-020,CONDOR,CINTA PLANA EE4-602 X 2m TIPO 3,1404660,63,9,397225290.8064516,0.7237062601432744,A
541-130-003-030,CONDOR,CINTA TUBULAR EN 3t X 3m,1401504,42,3,398626794.8064516,0.7262596655831864,A
264-290-080-000,CONDOR,CRAMPON 10 PUNTAS CON ANTIBOTAS 2819 ALLOY STEEL,1360983,30,6,399987777.8064516,0.7287392456598953,A
991-100-036-000,CONDOR,SISTEMA ANTICAIDAS. LINEA DE VIDA VERTICAL 36m,1355770,1,1,401343547.8064516,0.731209328152182,A
289-110-230-000,CONDOR,CARRO PORTA WINCHE DE ARRASTRE 2t,1309034,11,4,402652581.8064516,0.733594262149252,A
631-130-120-000,CONDOR,CONECTOR RAPIDO OVALADO ROSCADO 7/8,1288880,120,13,403941461.8064516,0.7359424774974737,A
905-100-010-000,CONDOR,WINCHE ELECTRICO CON MOSQUETON 1t - ALZADA 6m,1287270,1,1,405228731.8064516,0.738287759580604,A
424-100-030-030,CONDOR,CINTA PLANA EE2-603 X 3m TIPO 3,1283001,60,14,406511732.8064516,0.7406252639564835,A
442-100-020-015,CONDOR,"CINTA PLANA EE4-602 X 1,5m TIPO 3",1271787,96,4,407783519.8064516,0.742942337503337,A
289-110-220-000,CONDOR,CARRO PORTA WINCHE DE ARRASTRE 1t,1225995,16,2,409009514.8064516,0.7451759824321457,A
541-120-002-030,CONDOR,CINTA TUBULAR EE 2t X 3m,1191697,37,4,410201211.8064516,0.7473471397049946,A
613-460-040-000,CONDOR,MOSQUETON DE SEGURO GIRATORIO G8 10mm,1191650,33,6,411392861.8064516,0.7495182113483657,A
424-100-060-060,CONDOR,CINTA PLANA EE2-608 X 6m TIPO 3,1188936,12,1,412581797.8064516,0.7516843383448689,A
901-170-010-000,CONDOR,"WINCHE DE PALANCA 0,5t",1181244,14,8,413763041.8064516,0.753836451257471,A
298-110-060-000,CONDOR,CASQUILLO DE PRENSADO PARA CUERDA 3/4,1148166,410,7,414911207.8064516,0.755928299236729,A
613-460-060-000,CONDOR,MOSQUETON DE SEGURO GIRATORIO G8 13mm,1131982,13,7,416043189.8064516,0.7579906615251581,A
442-100-020-040,CONDOR,CINTA PLANA EE4-602 X 4m TIPO 3,1122016,30,3,417165205.8064516,0.7600348667204828,A
397-590-040-040,CONDOR,CINTA G8 SSG 13mm X 4m,1116486,10,1,418281691.8064516,0.7620689967878859,A
264-280-070-000,CONDOR,CRAMPON 10 PUNTAS CON ANTIBOTAS 1854 ALLOY STEEL,1106267,25,4,419387958.8064516,0.7640845088205274,A
190-110-070-000,CONDOR,CABLE 6X19 FC GALV 3/8,1095633,610,3,420483591.8064516,0.7660806467283372,A
901-140-030-000,CONDOR,"WINCHE MANUAL 1,5t",1093952,10,5,421577543.8064516,0.7680737220158874,A
613-260-080-000,CONDOR,MOSQUETON GIRATORIO 10t,1009026,10,4,422586569.8064516,0.7699120703027369,A
680-100-045-000,CONDOR,ANCLA MAGNETICA DE EMERGENCIA 1t,1007915,1,1,423594484.8064516,0.7717483944544831,A
425-030-003-000,CONDOR,CINTA PLANA AMARILLA 3t X 3m,1005120,60,1,424599604.8064516,0.773579626385155,A
397-490-020-060,CONDOR,CINTA G8 QOSH4A 8mm X 6m,1003155,3,2,425602759.8064516,0.7754072782748928,A
424-100-020-030,CONDOR,CINTA PLANA EE2-602 X 3m TIPO 3,993209,86,14,426595968.8064516,0.7772168095096017,A
901-140-060-000,CONDOR,WINCHE MANUAL 5t,978856,4,3,427574824.8064516,0.7790001909593091,A
424-100-010-015,CONDOR,"CINTA PLANA EE2-601 X 1,5m TIPO 3",973532,177,3,428548356.8064516,0.780773872593274,A
775-120-020-000,CONDOR,PROTECTOR POLIURETANO 2,967897,20,2,429516253.8064516,0.7825372877994201,A
415-100-080-400,CONDOR,CINTA PLANA EE1-612 X 40m TIPO 3,967559,1,1,430483812.8064516,0.7843000872020874,A
991-110-014-000,CONDOR,SISTEMA ANTICAIDAS. LINEA DE VIDA HORIZONTAL CENITAL 14m,963462,1,1,431447274.8064516,0.7860554222649545,A
190-180-045-000,CONDOR,CABLE 6X19 IWRC GALV 1/2,956319,310,2,432403593.8064516,0.7877977434690976,A
433-100-030-060,CONDOR,CINTA PLANA EE3-603 X 6m TIPO 3,930847,27,5,433334440.8064516,0.7894936571400724,A
928-110-010-000,CONDOR,"CINTA RATCHET DE EXPEDICION GDJ - GDJ 1 X 4,5m",924388,159,16,434258828.8064516,0.7911778031345107,A
922-005-005-000,CONDOR,RETRACTIL DE CABLE 6m,924221,4,2,435183049.8064516,0.7928616448710173,A
613-450-090-000,CONDOR,MOSQUETON DE SEGURO CONECTOR G8 22mm,911232,4,1,436094281.8064516,0.7945218218992827,A
397-510-040-040,CONDOR,CINTA G8 SGG 13mm X 4m,905534,8,1,436999815.8064516,0.7961716177197907,A
433-100-040-060,CONDOR,CINTA PLANA EE3-604 X 6m TIPO 3,899000,20,2,437898815.8064516,0.7978095092209787,A
264-240-140-000,CONDOR,CRAMPON 12 PUNTAS DOBLE CON ANTIBOTAS 4845 ALLOY STEEL,891787,3,2,438790602.8064516,0.7994342593301776,A
PRO-200-000911,CONDOR,CINTA TUBULAR DOBLE OJO TIRO CAMION FORESTAL 50t X 6m,884814,4,2,439675416.8064516,0.8010463053042958,B
262-170-050-000,CONDOR,CUERDA G8 TRENZADO CORTO 10mm,884138.8333333334,78,3,440559555.63978493,0.8026571211897093,B
613-260-070-000,CONDOR,"MOSQUETON GIRATORIO 7,5t",845674,14,8,441405229.63978493,0.804197857849749,B
559-360-140-100,CONDOR,CORDINO DE ANCLAJE GU/GU 1R 6X41 SC ENGR 1.1/2 X 10m,843657,2,1,442248886.63978493,0.8057349197298577,B
264-290-070-000,CONDOR,CRAMPON 10 PUNTAS CON ANTIBOTAS 2816 ALLOY STEEL,834972,16,7,443083858.63978493,0.8072561583756085,B
523-220-030-035,CONDOR,"RED DE CARGA PARA RESCATE 2 -CUADRANTE 30cm - OJOS 30cm - 3,5m X 3,5m",832639,2,2,443916497.63978493,0.8087731465198328,B
611-510-030-060,CONDOR,CUERDA G8 DE ANCLAJE SGG 10mm X 6m,811067,9,2,444727564.63978493,0.8102508325556437,B
631-130-060-000,CONDOR,CONECTOR RAPIDO OVALADO ROSCADO 1/2,808291,268,12,445535855.63978493,0.8117234609865521,B
433-100-030-040,CONDOR,CINTA PLANA EE3-603 X 4m TIPO 3,807768,28,5,446343623.63978493,0.813195136561782,B
901-170-050-000,CONDOR,WINCHE DE PALANCA 3t,804064,4,2,447147687.63978493,0.8146600638053985,B
910-180-030-000,CONDOR,TENSOR ORING GRANDE,799892,77,8,447947579.63978493,0.8161173900664309,B
271-190-010-000,CONDOR,ANCLAJE SOLDABLE 1t,796888,123,7,448744467.63978493,0.8175692433284985,B
694-190-030-000,CONDOR,"ANCLA VERTICAL ARTICULADA 3,2t",792168,3,1,449536635.63978493,0.8190124972047087,B
433-100-030-030,CONDOR,CINTA PLANA EE3-603 X 3m TIPO 3,791679,27,9,450328314.63978493,0.820454860169969,B
541-120-005-060,CONDOR,CINTA TUBULAR EE 5t X 6m,790980,10,1,451119294.63978493,0.8218959496244848,B
397-490-020-040,CONDOR,CINTA G8 QOSH4A 8mm X 4m,783565,3,2,451902859.63978493,0.8233235296624473,B
540-100-010-000,CONDOR,ANCLA PARA TAMBOR DOBLE GARFIO 1t,774600,10,5,452677459.63978493,0.8247347763329925,B
433-100-030-020,CONDOR,CINTA PLANA EE3-603 X 2m TIPO 3,769232,40,6,453446691.63978493,0.8261362430240291,B
262-170-020-000,CONDOR,CUERDA G8 TRENZADO CORTO 8mm,767360,68,6,454214051.63978493,0.8275342991111833,B
424-100-010-060,CONDOR,CINTA PLANA EE2-601 X 6m CON PROTECCION TUBULAR,765048,31,4,454979099.63978493,0.8289281429567904,B
559-360-100-030,CONDOR,CORDINO DE ANCLAJE GU/GU 1R 6X36 SC ENGR 1 X 3m,748738,8,1,455727837.63978493,0.8302922715516919,B
559-180-120-040,CONDOR,CORDINO DE ANCLAJE AR/GU 2R  6X36 SC ENGR 1.1/4 X 4m,742724,2,1,456470561.63978493,0.8316454432172407,B
739-110-010-000,CONDOR,POLEA DE RESCATE SIMPLE CON CONECTOR RAPIDO 1t,742120,16,5,457212681.63978493,0.8329975144529044,B
631-140-040-000,CONDOR,CONECTOR RAPIDO OVALADO PERNO-CHAVETA 5/8,736138,149,8,457948819.63978493,0.8343386870601363,B
928-110-250-150,CONDOR,CINTA RATCHET DE EXPEDICION GDJ - GDJ 3 X 15m,734154,10,1,458682973.63978493,0.8356762450102622,B
807-200-100-001,CONDOR,ANCLA GIRATORIA DE ROCA,732000,8,1,459414973.63978493,0.8370098785796387,B
441-130-003-020,CONDOR,CINTA TUBULAR AMERICANA EN 3t X 2m,722920,40,1,460137893.63978493,0.838326969262663,B
424-100-070-060,CONDOR,CINTA PLANA EE2-610 X 6m TIPO 3,721126,4,1,460859019.63978493,0.8396407914503,B
365-110-010-000,CONDOR,BALANZA COLGANTE CON MOSQUETON 10t,718226,1,1,461577245.63978493,0.8409493301169655,B
397-610-040-030,CONDOR,CINTA G8 SSS 13mm X 3m,716299,8,1,462293544.63978493,0.8422543579750404,B
541-120-004-030,CONDOR,CINTA TUBULAR EE 4t X 3m,713610,18,2,463007154.63978493,0.8435544867338421,B
928-110-230-120,CONDOR,CINTA RATCHET DE EXPEDICION GDJ - GDJ 2 X 12m,710778,48,4,463717932.63978493,0.8448494558611296,B
442-100-050-120,CONDOR,CINTA PLANA EE4-606 X 12m CON PROTECCION TUBULAR COMPLETA,697728,2,1,464415660.63978493,0.846120649144045,B
516-170-014-060,CONDOR,CINTA TUBULAR QOSH 14t X 6m,682863,1,1,465098523.63978493,0.8473647598272215,B
631-140-150-000,CONDOR,CONECTOR RAPIDO OVALADO PERNO-CHAVETA 2,680003,4,1,465778526.63978493,0.8486036598655777,B
739-120-017-000,CONDOR,"POLEA DE RESCATE SIMPLE CON MOSQUETON 1,5t",657521,9,2,466436047.63978493,0.8498015998630779,B
397-490-040-040,CONDOR,CINTA G8 QOSH4A 13mm X 4m,652771,1,1,467088818.63978493,0.8509908858176073,B
264-290-110-000,CONDOR,CRAMPON 10 PUNTAS CON ANTIBOTAS 2829 ALLOY STEEL,639325,12,7,467728143.63978493,0.8521556744538665,B
424-100-040-060,CONDOR,CINTA PLANA EE2-604 X 6m CON PROTECCION TUBULAR,635567,9,2,468363710.63978493,0.853313616375708,B
264-290-030-000,CONDOR,CRAMPON 10 PUNTAS CON ANTIBOTAS 2806 ALLOY STEEL,634624,17,2,468998334.63978493,0.8544698402422819,B
922-010-003-000,CONDOR,"RETRACTIL DE CINTA 2,5m",633029,6,3,469631363.63978493,0.8556231581723214,B
365-110-005-000,CONDOR,BALANZA COLGANTE CON MOSQUETON 5t,631870,1,1,470263233.63978493,0.8567743645158761,B
433-100-040-120,CONDOR,CINTA PLANA EE3-604 X 12m TIPO 3,615121,5,2,470878354.63978493,0.8578950557929642,B
397-260-030-030,CONDOR,CINTA G8 DOSH2A 10mm X 3m,612307,4,2,471490661.63978493,0.859010620232806,B
516-130-030-010,CONDOR,CINTA TUBULAR QOS 3t X 1m,611124,3,2,472101785.63978493,0.8601240293604724,B
613-450-020-000,CONDOR,MOSQUETON DE SEGURO CONECTOR G8 8mm,607544,33,12,472709329.63978493,0.8612309160725945,B
190-110-060-000,CONDOR,CABLE 6X19 FC GALV 5/16,606539,474,3,473315868.63978493,0.8623359717714143,B
433-100-020-025,CONDOR,"CINTA PLANA EE3-602 X 2,5m TIPO 3",605006,46,5,473920874.63978493,0.8634382344917344,B
424-100-010-020,CONDOR,CINTA PLANA EE2-601 X 2m TIPO 3,599477,97,7,474520351.63978493,0.8645304239060365,B
442-100-040-020,CONDOR,CINTA PLANA EE4-604 X 2m TIPO 3,593078,19,3,475113429.63978493,0.8656109549580294,B
631-140-110-000,CONDOR,CONECTOR RAPIDO OVALADO PERNO-CHAVETA 1.1/4,561776,16,1,475675205.63978493,0.8666344567777973,B
271-190-050-000,CONDOR,ANCLAJE SOLDABLE 15t,553416,8,1,476228621.63978493,0.8676427274819368,B
925-015-015-000,CONDOR,PUNTO DE ANCLAJE 2 PERNOS,552636,14,2,476781257.63978493,0.8686495771011253,B
190-170-070-000,CONDOR,CABLE 6X19 IWRC ENGR 1/2,543261,180,2,477324518.63978493,0.8696393463723455,B
433-100-040-040,CONDOR,CINTA PLANA EE3-604 X 4m TIPO 3,538783,16,1,477863301.63978493,0.8706209571584239,B
325-120-040-000,CONDOR,GRAPA PARA CABLE DE VIA FERRATA 5/16,534014,593,8,478397315.63978493,0.8715938792853599,B
433-100-040-080,CONDOR,CINTA PLANA EE3-604 X 8m TIPO 3,526863,6,2,478924178.63978493,0.8725537729783414,B
397-580-040-015,CONDOR,"CINTA G8 SOSHA 13mm X 1,5m",524316,4,2,479448494.63978493,0.8735090262823869,B
933-100-100-200,CONDOR,LINEA DE VIDA HORIZONTAL DE CINTA X 20m,522008,6,3,479970502.63978493,0.8744600746325004,B
334-100-070-000,CONDOR,CONECTOR GIRATORIO G8 16mm,512945,29,4,480483447.63978493,0.875394611068626,B
631-130-250-000,CONDOR,CONECTOR RAPIDO OVALADO ROSCADO 2,511576,3,2,480995023.63978493,0.8763266533184723,B
442-100-030-050,CONDOR,CINTA PLANA EE4-603 X 5m TIPO 3,510888,10,1,481505911.63978493,0.8772574420985155,B
397-450-020-020,CONDOR,CINTA G8 QOSH 8mm X 2m,510506,3,1,482016417.63978493,0.8781875349113135,B
397-490-030-070,CONDOR,CINTA G8 QOSH4A 10mm X 7m,501982,1,1,482518399.63978493,0.8791020978162628,B
190-180-035-000,CONDOR,CABLE 6X19 IWRC GALV 3/8,483553,237,4,483001952.63978493,0.8799830848563895,B
922-005-010-000,CONDOR,RETRACTIL DE CABLE 10m,483496,2,1,483485448.63978493,0.8808639680480006,B
541-130-003-015,CONDOR,"CINTA TUBULAR EN 3t X 1,5m",473000,40,1,483958448.63978493,0.8817257285375022,B
541-120-005-040,CONDOR,CINTA TUBULAR EE 5t X 4m,472605,10,1,484431053.63978493,0.8825867693750094,B
559-405-100-060,CONDOR,CORDINO DE ANCLAJE OJ/OJ 1R 6X36 SC ENGR 1 X 6m,466692,4,1,484897745.63978493,0.8834370372954459,B
910-180-020-000,CONDOR,TENSOR ORING MEDIANO,466255,65,10,485364000.63978493,0.884286509043929,B
424-100-030-020,CONDOR,CINTA PLANA EE2-603 X 2m TIPO 3,461927,36,9,485825927.63978493,0.8851280955928381,B
397-580-060-015,CONDOR,"CINTA G8 SOSHA 20mm X 1,5m",461483,1,1,486287410.63978493,0.8859688732164673,B
442-100-020-060,CONDOR,CINTA PLANA EE4-602 X 6m TIPO 3,460249,10,2,486747659.63978493,0.886807402610828,B
397-450-020-040,CONDOR,CINTA G8 QOSH 8mm X 4m,459312,2,1,487206971.63978493,0.8876442248813438,B
190-180-030-000,CONDOR,CABLE 6X19 IWRC GALV 5/16,452294,308,4,487659265.63978493,0.8884682610311083,B
433-100-030-010,CONDOR,CINTA PLANA EE3-603 X 1m TIPO 3,437750,27,5,488097015.63978493,0.8892657994122485,B
694-190-015-000,CONDOR,ANCLA VERTICAL ARTICULADA 1t,437291,5,3,488534306.63978493,0.8900625015395521,B
397-260-020-030,CONDOR,CINTA G8 DOSH2A 8mm X 3m,433260,3,2,488967566.63978493,0.8908518595727053,B
902-050-060-000,CONDOR,WINCHE MANUAL 5t CON CUERDA DE IZAJE MODIFICADA 6m,425365,1,1,489392931.63978493,0.8916268336754893,B
613-270-110-000,CONDOR,MOSQUETON GIRATORIO ALEADO 30t,420283,1,1,489813214.63978493,0.8923925488632466,B
559-370-100-037,CONDOR,"CORDINO DE ANCLAJE GU/GU 1R 6X36 SC GALV 1 X 3,7m",418186,4,1,490231400.63978493,0.8931544435187703,B
